dataset_key,scenario,k_true,data_seed,k_model,sampler,n_chains,param,mix_mean,mix_var,true_mix_mean,true_mix_var
kt1_s05,1comp,1,5,5,bayesm,2,Alt1,-6.646726289721081,5.735425743277527,-6.205683478085509,0.5762321175377301
kt1_s05,1comp,1,5,5,bayesm,2,Alt2,0.6995722290104824,5.470369163861787,0.6430883019072965,0.9247641725258242
kt1_s05,1comp,1,5,5,bayesm,2,Alt3,-5.731709847926803,5.374361461193482,-5.747599477975536,0.5125510426171647
kt1_s05,1comp,1,5,5,bayesm,2,Price,2.751936316978774,5.254808774193014,2.792230237092709,0.7447263090581426
kt1_s06,1comp,1,6,5,bayesm,2,Alt1,4.404404173788528,5.641653698700509,4.53919608722971,1.862250137586196
kt1_s06,1comp,1,6,5,bayesm,2,Alt2,3.410196005916455,7.000676282181583,3.3350421504252994,1.875742884739436
kt1_s06,1comp,1,6,5,bayesm,2,Alt3,-4.838119822082764,5.427007317174625,-4.750807492555093,0.7300800118276698
kt1_s06,1comp,1,6,5,bayesm,2,Price,-3.390362565735851,4.999392786990243,-3.500195737804764,0.9831118426437648
kt1_s07,1comp,1,7,5,bayesm,2,Alt1,-1.0340443578492962,5.895156039480936,-0.9028253643514164,1.6141344786623828
kt1_s07,1comp,1,7,5,bayesm,2,Alt2,3.9228617314954506,5.805356676221076,3.836683278292449,1.1873349596085367
kt1_s07,1comp,1,7,5,bayesm,2,Alt3,-3.5573402776384064,6.296567193709837,-3.773268731387371,1.7788992357480065
kt1_s07,1comp,1,7,5,bayesm,2,Price,2.4846021880798466,5.968165003051845,2.490729961066013,1.356818299344133
kt1_s08,1comp,1,8,5,bayesm,2,Alt1,10.926492101654302,7.280233638323752,11.24381939998887,0.8527427050463878
kt1_s08,1comp,1,8,5,bayesm,2,Alt2,1.881372469401863,6.348057640978058,1.8187695999971525,1.5636317104823858
kt1_s08,1comp,1,8,5,bayesm,2,Alt3,6.654875237599263,6.760266584871449,6.900738499634154,1.3718157518006162
kt1_s08,1comp,1,8,5,bayesm,2,Price,3.3996033747421426,5.331458376616905,3.588215473412958,1.607689906311857
kt1_s09,1comp,1,9,5,bayesm,2,Alt1,2.615390669253365,5.210186659811204,2.904644011382929,0.759936712373803
kt1_s09,1comp,1,9,5,bayesm,2,Alt2,5.837470792194691,5.798821263088708,6.225624865120448,0.8802800368797867
kt1_s09,1comp,1,9,5,bayesm,2,Alt3,5.620434671636303,5.539611788496665,5.998151038034651,0.8637678023006399
kt1_s09,1comp,1,9,5,bayesm,2,Price,-3.277041585315118,6.163251486191284,-3.461839883661253,1.7226711680071354
kt1_s100,1comp,1,100,5,bayesm,2,Alt1,-2.8465204095636985,6.22662505021592,-3.1420857532947744,1.008668779948263
kt1_s100,1comp,1,100,5,bayesm,2,Alt2,6.868290151769561,6.923927278128186,6.938924732773909,1.5556109755418783
kt1_s100,1comp,1,100,5,bayesm,2,Alt3,-1.6366618891052382,5.127365543291603,-1.7846154377295886,0.8586779321779139
kt1_s100,1comp,1,100,5,bayesm,2,Price,-4.8858168835023,5.996958270487968,-4.959681313143706,0.8077416136996959
kt1_s101,1comp,1,101,5,bayesm,2,Alt1,-2.5736566676857136,5.81260630646172,-2.4501141443268635,0.7044136441871895
kt1_s101,1comp,1,101,5,bayesm,2,Alt2,-4.31613814995007,7.158607858524742,-4.0790003552676986,0.5707268451575375
kt1_s101,1comp,1,101,5,bayesm,2,Alt3,2.4721767752286854,6.895374142819097,2.1374333076083056,1.4331718700959322
kt1_s101,1comp,1,101,5,bayesm,2,Price,5.539120232317774,6.705850277022416,5.31722707973232,1.6809410447932864
kt1_s10,1comp,1,10,5,bayesm,2,Alt1,1.471133095196931,6.168253803358869,1.5095880217082105,1.8103772156624487
kt1_s10,1comp,1,10,5,bayesm,2,Alt2,-2.158895492355437,6.199097692193691,-2.0266375243495367,1.470088730237108
kt1_s10,1comp,1,10,5,bayesm,2,Alt3,1.89081677504777,5.362158517931952,1.9320645192738823,0.9938461545774144
kt1_s10,1comp,1,10,5,bayesm,2,Price,4.055756414206374,5.354064941920107,3.9076241227472073,0.5156739795936316
kt1_s11,1comp,1,11,5,bayesm,2,Alt1,0.3352874262222074,5.506340710165923,0.3658945341587458,0.8692776237935338
kt1_s11,1comp,1,11,5,bayesm,2,Alt2,-2.904623780219111,22.834612361492965,-1.8055252179585344,1.9399116217061123
kt1_s11,1comp,1,11,5,bayesm,2,Alt3,2.991549088907288,10.399245643990785,2.6384182962460008,1.2522981539796816
kt1_s11,1comp,1,11,5,bayesm,2,Price,-0.0794678499225281,4.86560524010306,-0.0685798081265168,1.9214513467046173
kt1_s12,1comp,1,12,5,bayesm,2,Alt1,3.434336340352907,5.140613916963569,3.2286600107635355,0.972460462306563
kt1_s12,1comp,1,12,5,bayesm,2,Alt2,-0.0338920187824693,6.6599967277806655,0.1810650741645184,1.9965684444202771
kt1_s12,1comp,1,12,5,bayesm,2,Alt3,-0.5762601243099376,4.92225411498915,-0.6175720781104256,1.3648060317409518
kt1_s12,1comp,1,12,5,bayesm,2,Price,6.613479510068935,13.982161513011793,5.95979844432015,1.0616765023311516
kt1_s13,1comp,1,13,5,bayesm,2,Alt1,1.9514991706026763,5.482890084999776,2.0254269952527446,0.9503316387439724
kt1_s13,1comp,1,13,5,bayesm,2,Alt2,-0.0993331911889029,5.707894824475919,0.0658499263484107,1.630690737032117
kt1_s13,1comp,1,13,5,bayesm,2,Alt3,1.0721929788074414,4.516141077136749,1.2224273601832338,0.6125327580518865
kt1_s13,1comp,1,13,5,bayesm,2,Price,1.5593891780650435,4.624364847647024,1.5915537982346464,0.8971872272780632
kt1_s14,1comp,1,14,5,bayesm,2,Alt1,8.020041194848174,6.4535595437064055,7.35084982468604,1.1596346658952488
kt1_s14,1comp,1,14,5,bayesm,2,Alt2,8.00058389463129,6.826042571052045,7.372874699468054,1.8946494611042943
kt1_s14,1comp,1,14,5,bayesm,2,Alt3,4.657416654784881,6.894634809550594,3.969342314103748,1.3402328099725676
kt1_s14,1comp,1,14,5,bayesm,2,Price,-0.2210799483270462,4.545482056138271,-0.2872196742001737,1.2007841252707203
kt1_s15,1comp,1,15,5,bayesm,2,Alt1,-1.3187619149436205,5.727703248537322,-1.355969889258414,1.4718762756904633
kt1_s15,1comp,1,15,5,bayesm,2,Alt2,2.17313124141122,4.631385356137071,2.273499758226321,0.746917190472725
kt1_s15,1comp,1,15,5,bayesm,2,Alt3,4.924306437757632,5.384903256805553,4.950919568925829,1.093942035950206
kt1_s15,1comp,1,15,5,bayesm,2,Price,-3.689784832881962,5.414055767760401,-3.665596727199595,1.013640348196771
kt1_s16,1comp,1,16,5,bayesm,2,Alt1,3.441981184870989,5.383252612888669,3.2637563381954,1.1760556643371047
kt1_s16,1comp,1,16,5,bayesm,2,Alt2,-7.054519134124259,32.42634430831111,-5.486707246324963,1.3466110969934706
kt1_s16,1comp,1,16,5,bayesm,2,Alt3,2.470796037434214,5.198677627609788,2.543135826344696,1.2448592572710044
kt1_s16,1comp,1,16,5,bayesm,2,Price,-1.9387178920757724,5.892763208422651,-1.884287126689224,1.852936381108241
kt1_s17,1comp,1,17,5,bayesm,2,Alt1,1.097062240472842,5.844375737226794,1.1829093264556083,1.970047186654558
kt1_s17,1comp,1,17,5,bayesm,2,Alt2,4.714201833326073,8.05689728766369,4.561467840606457,1.2166677300391586
kt1_s17,1comp,1,17,5,bayesm,2,Alt3,-1.2004034047810113,5.789685179010946,-1.1920087453627648,0.9443538096786632
kt1_s17,1comp,1,17,5,bayesm,2,Price,4.636906341243858,7.250233257623747,4.525473753334353,1.3581716698172073
kt1_s18,1comp,1,18,5,bayesm,2,Alt1,4.859634519065205,5.918511605621477,4.674651058065537,1.418472295920493
kt1_s18,1comp,1,18,5,bayesm,2,Alt2,-4.246120440577975,5.573793952227313,-4.253974181062534,0.583236174734028
kt1_s18,1comp,1,18,5,bayesm,2,Alt3,-1.2729472312273,5.153823430867988,-1.4006178789515984,1.2306764592454815
kt1_s18,1comp,1,18,5,bayesm,2,Price,-7.588050180567213,7.26206255899772,-7.498826309156374,0.6529346678826116
kt1_s19,1comp,1,19,5,bayesm,2,Alt1,10.789679607376415,8.82549511053814,10.622837279478556,1.800847047353016
kt1_s19,1comp,1,19,5,bayesm,2,Alt2,-1.864256643112109,6.011844388085414,-1.409033026020762,0.9454193212415594
kt1_s19,1comp,1,19,5,bayesm,2,Alt3,-6.476201109913453,6.444474904647787,-5.357878679204559,1.605098182675336
kt1_s19,1comp,1,19,5,bayesm,2,Price,-4.765889718522645,5.888999006945247,-4.611041489212764,1.2547228313555092
kt1_s20,1comp,1,20,5,bayesm,2,Alt1,-1.1330121849205277,5.660592900027836,-1.0853527030158898,1.620661021072912
kt1_s20,1comp,1,20,5,bayesm,2,Alt2,-2.9478035321685385,5.039034400865934,-2.993328486543887,1.3151830673348066
