k_true,param,sampler,metric,min,q1,mean,median,q3,max,n_sim
5,Alt2,HMC,Hellinger,0.08952,0.09579,0.1469,0.1012,0.18997,0.25801,5.0
5,Alt2,bayesm,KL,0.01831,0.03565,0.74115,0.05591,0.3031,3.29278,5.0
5,Alt2,Replication,KL,0.01765,0.04237,0.59324,0.08131,0.26987,2.55499,5.0
5,Alt2,NUTS,KL,0.04044,0.05374,inf,0.08844,,inf,5.0
5,Alt2,HMC,KL,0.05004,0.05767,0.27672,0.06848,0.40953,0.79788,5.0
5,Alt2,bayesm,JSD,0.00445,0.00554,0.02142,0.00677,0.03442,0.05592,5.0
5,Alt2,Replication,JSD,0.00431,0.00581,0.02074,0.00681,0.03089,0.0559,5.0
5,Alt2,NUTS,JSD,0.00662,0.00914,0.02599,0.01037,0.03695,0.06688,5.0
5,Alt2,HMC,JSD,0.00764,0.00863,0.02294,0.00995,0.03014,0.05836,5.0
5,Alt2,bayesm,TVD,0.07299,0.08018,0.11798,0.08353,0.14866,0.20454,5.0
5,Alt2,Replication,TVD,0.07544,0.07906,0.11511,0.08052,0.13881,0.2017,5.0
5,Alt2,NUTS,TVD,0.08711,0.08976,0.12894,0.09002,0.15549,0.22233,5.0
5,Alt2,HMC,TVD,0.08486,0.08767,0.12343,0.09403,0.13186,0.21875,5.0
5,Alt2,bayesm,Wasserstein1,0.23132,0.24427,0.54263,0.32449,0.45774,1.45535,5.0
